Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Brand Point Limited,Westland Mpaka Road,,Nairobi,Kenya,,,
Rentokil Initial Kenya Ltd,"Gailey & Roberts Complex,  Witu Road",Off Lusaka Road,Nairobi,Kenya,,
Hi Plast Ltd,"Wood Products Godowns, Falcon Road",Off Enterprise Road,Nairobi,Kenya,,
Digital Imaging Systems Ltd,"Panesars,  Mombasa Road",,Nairobi,Kenya,,
Rupra Construction Company Ltd,Kampala Road,,Nairobi,Kenya,,,
The Final Test Company,0838 John F Kennedy Drive,,Nairobi,Kenya,,,
Onesource Financial Services Limited,Utalii Lane Monrovia Street,,Nairobi,Kenya,,,
Mombasa Continental Resort,Shanzu Road,Off Msa -Malindi Road,Mombosa,Kenya,,,
Nas Plastics Ltd,Enterprise Road,About 2 Kilometers Off Mombasa Road,Nairobi,Kenya,,,
Shakal Investments And Builders Co Ltd,Harambee Avenue,,Garissa,Kenya,,,
Hrg Kenya - Elite Travel Services Ltd,Hrg Kenya Jasmine Centre Off Waiyaki Way,Westlands,Nairobi,Kenya,,,
Youth Platform For Change,Dhanjay Apartments,,Nairobi,Kenya,,,
Emco Billets Limited,"13Th Floor, International Hse,  Mama Ngina Street",,Nairobi,Kenya,
Pangani Center Youth Self Help Group,Agoi,,Nairobi,Kenya,,,
Symbion Architecture,"Symbion House,  Karen Road",,Nairobi,Kenya,,
Crescent Technologies Ltd,Mpaka Plaza,"Mpaka Road, Parklands",Nairobi,Kenya,,
Covenant Connections In Development Organization,Kitengela,,Nairobi,Kenya,,,
Kleen Energy Ltd,Unga House Muthithi Road,Westlands District,Nairobi,Kenya,,,
Duplex Engineers 1997 Ltd,Nakuru Kisumu,,Kericho,Kenya,,,
Alliance Francaise De Nairobi,Alliance Francaise Building Loita / Monrovia Street,,Nairobi,Kenya,,,
Mjengo Limited,Thika Industrial Area,Behind Bidco Oil Refineries Ltd,Thika,Kenya,,,
Vision Generation Youth Group,Daniel Comboni,,Nairobi,Kenya,,,
Big Five Breweries Ltd,Ngong Road,,Nairobi,Kenya,,,
Mathare Youth Sports Association,Kangundo Road Komarocks,,Nairobi,Kenya,,,
T M - A M Construction Group Africa Limited,Enterprise Road,,Nairobi,Kenya,,,
Mtn Business Kenya Limited,Parkside Towers Mombasa Road,Mombasa Road,Nairobi,Kenya,,,
Agriculture Business Systems Ltd,Kabarnet Road,Off Ngong Road,Nairobi,Kenya,,,
Ronto Research Company,Kahawa Sukari Avenue,,Nairobi,Kenya,,,
Ndugu Wapendanao Waisilamu Wa Kenya 1,Golden Gate,,Nairobi,Kenya,,,
Dune Packaging Limited,Station Road,,Nairobi,Kenya,,,
Universal Gift Center,Kenyatta Ave,,Nairobi,Kenya,,,
Global Marketing Enterprises Ltd,"Lr. No. 12458/7, Enterprise Road",Industrial Area,Nairobi,Kenya,,
Terry Child Support And Youth Resource Center,Kaviani,,Machakos,Kenya,,,
Windsor Industrial Holdings Ltd,"Century Apparels Building,  Cus.W 89 Butere Road",,Nairobi,Kenya,,
Elgeyo Marakwet County Youth Bunge Forum,Iten,,Nairobi,Kenya,,,
Roma Telecom Ltd,Kenyatta Avenue,Muindi Mbingu,Nairobi,Kenya,,,
Kencall Epz Limited,Sameer Industrial Park,Off Mombasa Road,Nairobi,Kenya,,,
Scripture Union Of Kenya,Argwings Kodhek Rd,,Nairobi,Kenya,,,
Integrated Community Group Solutions,Nyerere Road/Mamlaka Road,,Nairobi,Kenya,,,
Economoic Carriers Ltd,Plot No 1/355 Mozambique Road,High Level Shmanzi,Mombasa,Kenya,,,
Bannie & Archer Development Consultants Ltd,"Block A, 2Nd Floor The Office Suite, Parklands Road",,Nairobi,Kenya,
Spatialmaps Consulting Ltd,Mombasa Road,,Nairobi,Kenya,,,
Somali Community,Airport Road,,Mogadishu,Kenya,,,
Korpersa Self Help Group,Waiyaki Way,,Nairobi,Kenya,,,
Kyatune Youth Development Organisation,Changamwe Town Centre,,Mombasa,Kenya,,,
Afribridge Trade Exporters Limited,"Apollo Court, 1St Floor,  Moi Avenue",,Mombasa,Kenya,
Cmc Aviation Limited,Cmc Aviation Building Hanger No 51,"Langata Road, Off Wilson Airport",Nairobi,Kenya,,
Leisure Lodge Beach & Golf Resort,Diani Beach,,Mombasa,Kenya,,,
Faida Investment Bank Limited,Crawford Business Park,State House Road,Nairobi,Kenya,,,
Plastico Industries Limited,Silent House Kitui Road,Kampala Road,Nairobi,Kenya,,,
Smart Youth Investments Limited,Denis Pritt Road,,Nairobi,Kenya,,,
Adra International Ltd,"Shimmers Plaza, 5Th Floor Westland Road",,Nairobi,Kenya,,
Real Drinks Limited,Duldul Godown,"Block B, Off Mombasa Road",Nairobi,Kenya,,
Reime Kenya Ltd,"Abc Place, Waiyaki Way",,Nairobi,Kenya,,
Telco Ltd,Parklands Road,,Nairobi,Kenya,,,
Camac Energy Kenya Ltd,9 West Building Westlands,,Nairobi,Kenya,,,
Archdiocese Of Nairobi,Cardinal Otunga Plaza Kaunda Street,,Nairobi,Kenya,,,
Cofi Sacco Society Ltd,Ojijo Road,,Nairobi,Kenya,,,
Diasys Diagnostics Ltd,Mombasa Road,,Nairobi,Kenya,,,
Match Masters Limited,Gichambara Road,Dagoretti Corner,Nairobi,Kenya,,,
African Virtual University,Cape Office Park Ring Road Kilimani,,Nairobi,Kenya,,,
Mango Limited,Factory Street Industrial Area,,Nairobi,Kenya,,,
Intergrated Initiatives For Community Empowerment - Iicep,Near Odeon Cinema Building Tom Mboya Street,,Nairobi,Kenya,,,
Namalere Forest Conservation Youth Group,Kanduyi Road,,Nairobi,Kenya,,,
Leena Apparels Epz Ltd,Off Mikindani Road,Bond 36,Mombasa,Kenya,,,
Twokay Chemicals Ltd,Kijabe Street,Next To Textbook Centre,Nairobi,Kenya,,,
Gfk Retail And Technology East Africa Limited,Loita Street,,Nairobi,Kenya,,,
Redorange General Supplies Africa Limited,Harambee Avenue,,Nairobi,Kenya,,,
Parit Industries Ltd,Ruiru Town Next To Alpha Knit,,Ruiru,Kenya,,,
Emmaus Sixtytwo  General Enterprise,Milima Tatu,,Marsabit,Kenya,,,
Researchcare Africa Limited,"Rhapta Raod, Westlands,",,Nairobi,Kenya,
Yunikon International Kenya Ltd,"Lr No. 209/4196, Chogoria Road",Industrial Area,Nairobi,Kenya,,
Kenya Cultural Centre,Harry Thuku Road,,Nairobi,Kenya,,,
Stanage Services Limited,"Amee Arcade,Unit 22",Parklands Roads,Nairobi,Kenya,,
Simba General Merchants,Mukhi Mansion Moktar Daddah Street,,Nairobi,Kenya,,,
Ipstc,Westwood Park Road,,Nairobi,Kenya,,,
Humanitarian International Voluntary Association,Biashara Street,,Mandera,Kenya,,,
Lesukut Limited,"2Nd Floor,  Jubilee Insurance Building Wabera Street",,Nairobi,Kenya,,
Alloy Steel Casting Limited,Baba Dogo Road,,Nairobi,Kenya,,,
Somali Agriculture Technical Group,Chiromo Lane,,Nairobi,Kenya,,,
Masaba Services Limited,Argwings Kodhek Road,,Nairobi,Kenya,,,
Mwembe Resort Management Ltd,Off Lamu Road,,Mombasa,Kenya,,,
Ministry Of Fisheries Development,Kilimo House,Cathederal Road,Nairobi,Kenya,,,
Tecaflex Ltd,"209/8559,  Lunga Lunga",,Nairobi,Kenya,,
Burly Trading Kenya Ltd,Treasury Square,,Mombasa,Kenya,,,
Bmg Holdings Ltd,Bamburi Road,City Centre,Nairobi,Kenya,,,
Nine Aces Limited,Uniafric Hse,Off Koinange Street,Nairobi,Kenya,,,
Shepherds Of Life  Kenya,2115  60200 Meru,,Meru,Kenya,,,
Cita Creations Ltd,Private Bag,,Juba,Kenya,,,
Dodo World Kenya Ltd,Unga House Off Waiyaki Way,,Nairobi,Kenya,,,
Maua Agrotech Limited,"Blue Bird Building,  First Parklands Avenue",,Nairobi,Kenya,,
Nyakwamba Intergrated Self Help Group,Sori To  Rodi,,Kisumu,Kenya,,,
Infomage Solutions Ltd,View Park Towers Utalii Lane,,Nairobi,Kenya,,,
Siya Industries (Kenya) Limited,Babadogo Road,Ruaraka,Nairobi,Kenya,,,
Pan Pharmaceuticals Ltd,Fuji Plaza House Of Vanguard,"Chiromo Road, Westlands",Nairobi,Kenya,,
Uchumi Quick Supplies Ltd,"Plot No 209/4472,  Busia Road",Off Enterprise Road,Nairobi,Kenya,,
Comarco Group Ltd,"Comarco Base, Liwatoni Bay",Off Mikanjuni Road,Mombasa,Kenya,,
Decko Ltd,"Opposite Total Ridgeways,  Kiambu Road",,Nairobi,Kenya,,
Gulf Laboratories And Chemicals Limited,Oginga Odinga Street,2Nd Floor Pioneer House,Kisumu,Kenya,,,
Pc World Ltd.,Mpaka Road,Pc World Hse,Nairobi,Kenya,,,
F & S Scientific Limited,"Shamneel Court 2 Muthithi Road, Parklands Road",,Nairobi,Kenya,,
Tenark Enterprises,Koinange,,Nairobi,Kenya,,,
Put Sarajevo Kenya Ltd,Lenana Road,,Nairobi,Kenya,,,
Cfl And Company Advocates,Office Park,Riverside Drv,Nairobi,Kenya,,,
Liberty Front Limited,Mamlaka Road,,Nairobi,Kenya,,,
Moto Gari Limited,Jakaya Kikwete,,Nairobi,Kenya,,,
Maa Community,Bissil,,Kajiado,Kenya,,,
Tich In Africa -Tropical Institute Of Community Health,Tom Mboya,,Kisumu,Kenya,,,
Convict Women Organization,Eastleigh Airbase,,Nairobi,Kenya,,,
Specialised Fibreglass Ltd,Kitui Road,Off Enterprise Rd,Nairobi,Kenya,,,
Pillars Youth Group Cyber Caf'e,Ruaraka,,Nairobi,Kenya,,,
Jade Petroleum Limited,Cross Road Plaza Westlands Road,,Nairobi,Kenya,,,
Tropical Biology Association Ltd,Museums Hill Road,National Museums Of Kenya,Nairobi,Kenya,,,
Tripple Tours & Travel Ltd,Taifa Road,,Nairobi,Kenya,,,
Moto Gari,Milimani,,Nairobi,Kenya,,,
Africa Registrars,"Kenya-Re Towers Upper Hill, Off Ragati Road",,Nairobi,Kenya,,
Avfal Nakuru Kenya,Biashara,,Nakuru,Kenya,,,
Orongo Widows And Orphans Project International Kenya,Nairobi Ahero Road,,Kisumu,Kenya,,,
Achelis Motorex Kenya Limited,Funzi Road,,Nairobi,Kenya,,,
Prosource Bimex Limited,Mombasa Road,,Nairobi,Kenya,,,
Globe Developers Ltd,Mpaka Groove,Parklands,Nairobi,Kenya,,,
Tasahacc- Tobbco Alcohol Substance Abuse Hiv/Aids Counselling Center,Ibsi Cross Nyari Estate,,Nairobi,Kenya,,,
Seed Savers Network Association,Stocktheft,,Nakuru,Kenya,,,
Northern Organization For Social Empowerment,Kismayu Road,,Garissa,Kenya,,,
Autofine Filters And Seals Ltd,Uganda Road,,Eldoret,Kenya,,,
Centre For Education And Rural Development,Siaya Kisumu Road,,Siaya,Kenya,,,
Coactions International,1St Avenue Parklands,,Nairobi,Kenya,,,
C. Dorman Ltd.,"No.17, Milimani Road",,Nairobi,Kenya,,
Ycren,Migori Highway,,Migori,Kenya,,,
Electric Link Ltd,Kijabe Street,Opposite Globe Roundabout,Nairobi,Kenya,,,
Help Self,"Chemilil Road, Parklands",,Nairobi,Kenya,,
Nabwabini Environmental Health Care Intervention Project Nehcip,Posta Road,,Mumias,Kenya,,,
Sess Solutions Limited,"Spanish Villas, Sarit Centre Mall Tom Mboya Street",Lenana Road,Nairobi,Kenya,,
Charleston Travel Limited,Arnold Plaza Woodvale Grove,,Nairobi,Kenya,,,
Duty Free Stores Ltd,International House Mama Ngina Street,Behind Hilton Hotel,Nairobi,Kenya,,,
Royo Ventures,Kirinyaga,,Nairobi,Kenya,,,
Al Is On Production Ltd,Pio Gama Pinto Road Westlands,,Nairobi,Kenya,,,
Umeme Sports Welfare,Ziwani Estate,,Nairobi,Kenya,,,
Kenya Community Sports Foundation,Oginga Odin Street,,Eldoret,Kenya,,,
Kitawa Pith Nyadundo Self Help Group,"Kitawa Village, Kitawa Sub-Location, Gwassi North Location, Suba",,Nyandiwa,Kenya
World Credit Corporation Ltd,"Hurlingam,  Argwings Kodhek Road",,Nairobi,Kenya,,
Aids Law Project,Menelik Road,,Nairobi,Kenya,,,
Kenya Youth Empowerment Programme,P O Box 54067,,Nairobi,Kenya,,,
Enosaen Girls Secondary School,Enoosaen,,Kilgoris,Kenya,,,
Pakad Enterprises Ltd,"Universal Garments Building,  Sheikh Karume Road",Off Luthuli Avenue,Nairobi,Kenya,,
Babushah Wholesalers,Bibi Wasafi Road,,Mombasa,Kenya,,,
Barfin Youth Group,Modogashegarissa Road,,Nairobi,Kenya,,,
Rangala Health Centre,Rangala,,Siaya,Kenya,,,
Catalyst Chemicals Ltd,Kuguru Loop Off,Enterprise Road,Nairobi,Kenya,,,
Trivas Enterprises,Magadi Road,,Nairobi,Kenya,,,
Amruit Traders K Ltd,"Plot No 209/2763/3,  Pumwani Road",,Nairobi,Kenya,,
Metal Equipment Company Ltd,"Plot No Lr 209/37/160,  Pokomo Road",,Nairobi,Kenya,,
Dyer And Blair Nairobi Limited,Loita House Loita Street,,Nairobi,Kenya,,,
Furniture Elegance Limited,Paramount Plaza,Muranga Road,Nairobi,Kenya,,,
Karibu Car Hire & Safaris Ltd,"209/638/2 Rehema House,  Standard Street",,Nairobi,Kenya,,
Changamka Microhealth,Ralph Bunche,,Nairobi,Kenya,,,
Gulf Timber & Hardware Supplies Limited,Migwani Road,Off Enterprise Road,Nairobi,Kenya,,,
Zone Holdings & Credit Investments Company Ltd,"Sango Trading Centre Webuye,  Nairobi Webuye Road",,Nairobi,Kenya,,
Association Of Fire Protection Industry Stakeholders,Entreprise Road,,Nairobi,Kenya,,,
Silverlining Consulting Limited,Off Kiambu Road,,Kiambu,Kenya,,,
Kenya Youth Edu & Community Dev Prog,"St George House, 3Rd Floor,  Parliament Road",,Nairobi,Kenya,
Interpose Investments Limited,Moi Avenue,,Nairobi,Kenya,,,
Kenya National Association Of The Deaf,"Murang'a Road, Off Moi Avenue",,Nairobi,Kenya,,
Shumata Investments Ltd,Nairobi,,Nairobi,Kenya,,,
African Development Emergancy Orgarnization,Moi Avenue,,Nairobi,Kenya,,,
"Rehabilitation Of Arid Environments, Rae, Charitable Trust",Lake Baringo,,Kampi Ya Samaki,Kenya,
International Centre For Reproductive Health Kenya,"Tom Mboya Avenue, Tudor Four Estate",,Mombasa,Kenya,,
Country Taste U Ltd,"Plot 34/38,  Fort Portal Road",,Mbarara,Kenya,,
Ultra Multiware Suppliers Ltd,"34,Dar Es Salaam Road","Industrial Area,",Nairobi,Kenya,
Agmo Tailoring,Shimanzi,,Mombasa,Kenya,,,
Trans Business Machines Ltd,"2Nd Floor, Caxton House,  Kenyatta Avenue",,Nairobi,Kenya,
General Freighters Ltd,"Freight Complex,  Jki Airport Terminal",,Nairobi,Kenya,,
Realedge Africa Ventures Ltd,Muthithi Road,,Nairobi,Kenya,,,
Nesh Photography Limited,Ngong Lane,,Nairobi,Kenya,,,
Firstdata Research Consultants Limited,Mara Road,,Nairobi,Kenya,,,
Toridoll Kenya Ltd,Mama Ngina Street,Near Corner House,Nairobi,Kenya,,,
Lantech Ltd,"Cannon House,  4Th Floor Haile Selassie Avenue",P.O.Box 54853,Nairobi,Kenya,,
Nyanza Enterprises Limited,"Nikita House, Block 8/8,  Ishmael Noo Ooro Road",Off Jomo Kenyatta Highway,Kisumu,Kenya,
Kaskazi Aviation Limited,"Stanchart Arcade,  Lamu Road",,Malindi,Kenya,,
Retina (Ea) Medical Suppliers Ltd,Sana Plaza 3Rd Parklands Avenu,Highridge,Nairobi,Kenya,,,
Mace Foods Ltd,"Kipkaren Road, Off Kisumu Road",,Eldoret,Kenya,,
Afrique Fashions,Changamwe,,Mombasa,Kenya,,,
Aristocrats Concrete Ltd,H-Young Industrial Plot Icd Road,Opposite The Container Terminal Off Mombassa Road,Nairobi,Kenya,,,
Techno Brain Group Limited,"Heritan House Woodlands Road, Opposite To Dod Headquarters",Off. Arwings Kodhek Road,Nairobi,Kenya,,
Leebarn Builders Ltd,"Gandhi Avenue, Nairobi West",,Nairobi,Kenya,,
Ram Ict Ltd,Ngong Road,,Nairobi,Kenya,,,
Aquava Agencies Limited,"Behind Fire Station,  Kayaba Road",Off Enterprise Road,Nairobi,Kenya,,
Onkol Media,Old Malindi Road,,Mombasa,Kenya,,,
Metco Limited,Lusaka Close,,Nairobi,Kenya,,,
Constitution & Reform Education Consortium  Creco,Matumbato Road,,Nairobi,Kenya,,,
Polypropelin Bags Ltd,Off Refinery Road,,Mombasa,Kenya,,,
Sisters Maternity Home,Sankuri Road,,Garissa,Kenya,,,
Auto Brake And Clutch Services Ltd,Kirinyaga Road,,Nairobi,Kenya,,,
Professional Consultants,"Professional House,  Dennis Pritt Road",,Nairobi,Kenya,,
Fine Point Investments Ltd,"Golf Course Commercial Bldng,  Mtongwe Road",,Nairobi,Kenya,,
Makindu Childrens Centre,Mombasa Highway,,Makindu,Kenya,,,
Luma Stores & Supplies Enterprises,Wundanyi Road,Off Nanyuki Road,Nairobi,Kenya,,,
Civic Media Foundation,"4Th Floor Piedmont Plaza,",Ngong Road,Nairobi,Kenya,,
Platinum Business Systems,Koinange Street,,Nairobi,Kenya,,,
Furniture Rama,Baringo Road,,Mombasa,Kenya,,,
Amu Power Company Limited,Geminia Insurance Plaza Kilimanjaro Avenue,Upperhill,Nairobi,Kenya,,,
Northwest Cargo Services,Moi Avenue,,Nairobi,Kenya,,,
Computer Technics Limited,Power Technic Complex Mombasa Road,,Nairobi,Kenya,,,
Dt Dobie & Co (Kenya) Ltd (Cfao),"Enterprise Road, Off Lusaka Road",Industrial Area,Nairobi 00200,Kenya,,
Geda Ltd,Trv Office Plaza Muthithi Road,,Nairobi,Kenya,,,
La Femme Engineering Services Ltd,Complex View,,Nairobi,Kenya,,,
Cooperative University,Karen,,Nairobi,Kenya,,,
Kenya Renewable Energy Association,Strathmore Business School Ole Sangale Road,Madaraka,Nairobi,Kenya,,,
Fort Jesus Museum,Nkuruma Road,,Mombasa,Kenya,,,
Ridgeways Auto Express Tours & Car Hire Ltd,Limuru Road,,Nairobi,Kenya,,,
Road Star Limited,"Kileleshwa,  Githunguri Road",Off Ring Road,Nairobi,Kenya,,
Lishabora Hydroponics Ltd,"Complex 5, Mazerus Court",Thindigua Hwy,"Complex 5, Mazerus Court",Kenya,
Empowerment And Particpatory Development Agency,Kisumu  Kakamega Road,,Maragoli,Kenya,,,
Partners For Health And Development In Africa,Upper Hill Matumbato Road,,Nairobi,Kenya,,,
Hydra Industrial Services Limited,Mansour Complex Witu Road,Off Lusaka Road,Nairobi,Kenya,,,
Association Of Kenya Medical Laboratory Scientific Officers,Mbagathi,,Nairobi,Kenya,,,
Freshco Kenya Ltd,Ngao Road,,Nairobi,Kenya,,,
Bethel Investment Network,"Tefai Road, Off Murang'a Road",Opposite Gymkhan Club,Nairobi,Kenya,,
"University Of Nairob, College Of Education","Kikuyu Campus, Dept Of Ed Administration",,Kikiyu Town Nairobi,Kenya,
Kenya Ngos Alliance Against Malaria,Langata Road,,Nairobi,Kenya,,,
Beverage Services Kenya Ltd,"Likoni Road, Opposite Bat",Industrial Area,Nairobi,Kenya,,
Arvind Engineering Ltd,Mombasa Road Next To Kenchich Area,Industrial Area,Nairobi,Kenya,,,
China Geo-Engineering Corporation Uganda & Kenya Ltd,"Maki Apartments, Room A8,  Ngong Road",,Nairobi,Kenya,
Marken Kenya Limited,Muslim Road,,Nairobi,Kenya,,,
Nyrobee Ltd,Haile Selassie Avenue,,Nairobi,Kenya,,,
Unique Suppliers Limited,Quarry Road,Unique Centre,Nairobi,Kenya,,,
Moringrow Bounty Investments,Plot 3812 Tigania Kamujine Road,Meru-Mikinduri Road,Mikinduri,Kenya,,,
Karebe Gold Mining Ltd,Mine Site On Title No.974 Kibisem Sub Location,Mine Site In The Bush,Chemase,Kenya,,,
K.B.Sanghani And Sons,Mchumbi Road,South B City,Nairobi,Kenya,,,
General Aviation Services Ltd,"Wilson Airport,  Langata Road",,Nairobi,Kenya,,
Voi Research Centre,Mwangura Complex,,Voi,Kenya,,,
Africa Community Leadership And Development - Aclad,Kerarapon Road,,Nairobi,Kenya,,,
Rural-Kenya World Cultural Link Culinke,Oginga Odinga,,Kisumu,Kenya,,,
Africa Neurotech Systems Limited,"Top Plaza Kindaruma Road, Off Ngong Road","Kilimani, Hurlingham",Nairobi,Kenya,
Teltel Development Trust,Hawinga St Stephen Church,,Siaya,Kenya,,,
Rural Livelihood Improvement International,"Off Ring Road, Milimani",,Kisumu,Kenya,,
Pejutex Ltd,"Lr 1/415/416,  George Padmore Road",,Nairobi,Kenya,,
Fem Network,Bamburi,,Mombasa,Kenya,,,
K-Rep Bank Limited,Kilimani Lavington K-Rep Center,,Nairobi,Kenya,,,
Inkson Industrial Co Ltd,Inkson Building Dunga Road,Opposite Dolphin Coaches,Nairobi,Kenya,,,
Palc Energy Kenya Ltd,Nyanja House Ngong Road Kilimani,,Nairobi,Kenya,,,
Wadich General Contractors Co Limited,Nyerere Road,Nyanza,Kisumu,Kenya,,,
Synq Africa Holdings Limited,"Riara Lane, Off Riara Road",Off Ngong Road,Nairobi,Kenya,,
Bookstop Services Limited,"Yaya Centre, 2Nd Floor Argwings Kodhek Road",,Nairobi,Kenya,,
Alliance Media Kenya Limited,Prosperity House Westlands Road,Opp. Cfc Chiromo Centre,Nairobi,Kenya,,,
Life And Right Protection,12Th Street Eastleigh,,Nairobi,Kenya,,,
The Salvation Army Dandora Phase 5 Orphans And Hiv/Aids Center,Muigai Kenyata Road,,Nairobi,Kenya,,,
Tamasha Afrika Limited,"The Mall 2Nd Flr,Westlands,  Waiyaki Way",,Nairobi,Kenya,
Childline Kenya,Lower Kabete Road,Inside Kabte Rehabilittion School,Nairobi,Kenya,,,
Agean Healthcare Ltd,Namanga Road,,Nairobi,Kenya,,,
Kenya Tourist Board,Kenya-Re Towers Ragati Road,,Nairobi,Kenya,,,
Baumann Engineering Ltd,Kampala Road,,Nairobi,Kenya,,,
Kenya National Commission On Human Rights,Cvs Plaza Kasuku Road,Off Lenana Road,Nairobi,Kenya,,,
Vintage Travel & Tours Services,Westgate Shopping Mall Parklands Road,,Nairobi,Kenya,,,
Karia Company Ltd,Nazareth Road,,Kiambu,Kenya,,,
Fruity Fruits Ltd,"Brick Court,  Mpaka Road",,Nairobi,Kenya,,
Siaya Peasant Community Outreach Project,Ugunja - Sigomere Road,,Ugunja,Kenya,,,
Gthsemane Garden Of Hope For Africa,Mfanagano Airstrip,,Mfangano Island,Kenya,,,
East African Sea Food Ltd,"Alpha Group Building Road A, Off Enterprise Road",,Nairobi,Kenya,,
International Paper And Board Supplies Ltd,North Airport Road,Off Mombasa Road,Nairobi,Kenya,,,
Bitumen Products Ltd,Changamwe Road,,Mombasa,Kenya,,,
Acme Press K Ltd,"Industrial Area,  Factory Street",,Nairobi,Kenya,,
Bestfoods Kenya Ltd,Outering Road,,Nairobi,Kenya,,,
Transnzoia County Youth Bunge Sacco,Kitale Ambwere Plaza,,Nairobi,Kenya,,,
High Defination Holdings Ltd,Ligali Lane,,Nairobi,Kenya,,,
Kaycee Auto Parts Ltd,"Syndicate Building,  Maungano Road",,Mombasa,Kenya,,
Epsilon Broadcast Engineering K Limited,Antipest House,Lang'ata Road,Nairobi,Kenya,,,
Avenue Centre Limited,Museum Hill Centre,,Nairobi,Kenya,,,
Global Themes Suppliers,"Caxton Hse, Koinange Street",,Nairobi,Kenya,,
Westlands Sundries Limited,Old Uchumi House On Ringroad,,Nairobi,Kenya,,,
Intertractor Company Ltd,Dar-Es-Salaam Road,,Nairobi,Kenya,,,
Howard Humphreys (East Africa) Ltd,Howard Humphreys House Muthangari Drive,Off Waiyaki Way,Nairobi,Kenya,,,
Mastermind Solutions Ltd,Nyari West Hse,,Nairobi,Kenya,,,
Leo Investiments Limited,Diamond Plaza Lr No.205/34/4,Masari Road,Nairobi,Kenya,,,
Brollo Kenya Ltd,"Miritini, Tononoka Road",,Mombasa,Kenya,,
Where Talents Live Youth Group,Kilifi,,Mombasa,Kenya,,,
Bakpharm Ltd,"Bakpharm House,  Kombo Munyiri Road",,Nairobi,Kenya,,
Bayesian Consulting Group Limited,Mtelo Close Off Muhuti Road,South C,Nairobi,Kenya,,,
Gagigagi Cbo,Majengo - Hamisi Road,,Vihiga County,Kenya,,,
Superior Aviation Services Ltd,Wilson Airport Langata Road,Nairobi West,Nairobi,Kenya,,,
Kenya Seed Company Ltd,Wamalwa Street,,Kitale,Kenya,,,
Baita General Supply,"New Commercial House (Nch) 3Rd Floor, Along Commercial Road",Industrial Area,Nairobi,Kenya,,
Global Aviation Africa Limited,Signon Freight Complex Cargo Village,,Nairobi,Kenya,,,
Lamu Youth Alliance,Harambee Road,,Lamu,Kenya,,,
Manugragh Kenya Ltd,4 Sunview Complex Enterprise Road,,Nairobi,Kenya,,,
Fidelity Shield Insurance Company Limited,Equatorial Fidelity Centre,"Waridi Lane, Off Waiyaki Way",Nairobi,Kenya,,
Prime Equipment E.A Limited,"Chaka Apartments,  Chaka Road",,Nairobi,Kenya,,
Chelima Ltd,Mombasa Road,,Nairobi,Kenya,,,
Dabosco Technologies And General Supplies Ltd,Ngong Road,,Nairobi,Kenya,,,
Karnataka Water Pumps Afri Limited,"Masonette No.9,  Apt 131 Ring Road",General Mathenge Drive,Nairobi,Kenya,,
Gabby Books (K) Ltd,Occidental Plaza Muthithi Road,,Nairobi,Kenya,,,
Centre For African Bio-Entrepreneurship,Langata And Mbagati Way,,Nairobi,Kenya,,,
Coded Systems Limited,"Purshottam Place,",Chiromo Road Westlands,Nairobi,Kenya,,
Paradise Safari Park Ltd,Thika Road,Ruaraka 10-12,Nairobi,Kenya,,,
Alttab Africa Limited,Under Regent Management Agents Argwings Kodhek Road,Opposite Nairobi Women's Hospital,Nairobi,Kenya,,,
Nicona Construction Co Ltd,Occidental Plaza Westlands,Muthithi Road,Nairobi,Kenya,,,
Tana Alim Centre For Research Training And Development,University Way,,Nairobi,Kenya,,,
Adeps,Kisumu - Kakamega Road,,Mbale,Kenya,,,
Fursys K Ltd,"Heidelberg House,  2Nd.Fl Mombasa Road",P.O. Box 50062,Nairobi,Kenya,,
Jafra Engineering Services Limited,"4Th Floor, View Park Towers Monrovia Street, Utalii Lane",,Nairobi,Kenya,
Urafiki Initiative Develpoment Organization - Ucidec,Webuye- Kakamega Road,,Webuye Town,Kenya,,,
Colorad Investments Ltd,"12325/23,  Hill View Crescent",,Nairobi,Kenya,,
International Development Fraternity,P O Box 81 Kianjai,,Nairobi,Kenya,,,
Kenyan Glue And Tap Man Ltd,Kodhek Road,,Nairobi,Kenya,,,
North South Humanitarian Organization,Greenspan Donholm,,Nairobi,Kenya,,,
T.S.S. Grain Millers Ltd,Dar-Es-Salaam Road,Next To Freight Forwarders,Mombasa,Kenya,,,
Somochem Kenya Limited,Road A,Off Enterprise Road,Nairobi,Kenya,,,
Association Of Social Entrepreneurs In Vihiga,Mbihi,,Vihiga,Kenya,,,
Da Gama Rose Group Of Companies Ltd,"Sarit Centre,  Parklands Road, Westlands",Waiyaki Road,Nairobi,Kenya,
Evangelizing Sisters Of Mary,Ongata Rongai,,Nairobi,Kenya,,,
Crown Classics Ltd,Ramco Group Industrial Park,Mombasa Road,Nairobi,Kenya,,,
Center For Study And Practice Of Direct Democracy,Kenyatta Market,,Nairobi,Kenya,,,
Kipini Intergrated Community Enterprise,Kipini,,Tanariver,Kenya,,,
Farmgate East Africa (Epz) Ltd,Kingorani Export Processing Zone (Epz) Along Mombasa-Nairobi Roa,Changamwe,Mombasa,Kenya,,,
Brands International Kenya Ltd,Alba House Mijikenda Road,Railway Roundabaout,Mombasa,Kenya,,,
Cloverfield Energy Services Ltd,Icea Building Kenyatta Avenue,,Nairobi,Kenya,,,
